"HolderAddress","Balance","PendingBalanceUpdate"
"0x3AcE895Fc2df26b82c1602347CC5625643758fcb","3,491.06090676508718428","No"
"0x99600249b7A78a4679CcEb417867d3b5041C59Ba","3,490.760796264297859485","No"
"0xc1177ee4746961abcAd56CF86e80631C7D566C62","3,489.03696080663752002","No"
"0x170dA511590DD21492354d470BB5FE3F57E4Ba79","3,483.217761447206106518","No"
"0xD6528D4BCEDE7361EFE9AD390A7A27D1B1ED59C1","3,477.419762185509846039","No"
"0xA9EB0E4DA3E799A162D3E8459C8F386EF841CEBA","3,466.18072203194794183","No"
"0x5802ad5D5B1c63b3FC7DE97B55e6db19e5d36462","3,458.612284373350539908","No"
"0x7a69Bd5A31f3388ED2EB2a7464AA462C658D1929","3,456.561018415927701755","No"
"0x92F0629F31D4D159407D8F9346D19DC6593A8D50","3,434.864330923462437832","No"
"0xA2C12DBE82F19EF06850D4693F2B2D5724B8EA3E","3,426.180012339726262422","No"
"0xECCB4ED81377D9B383A8B4C54D8CE15DF3D173CA","3,412.62125518276550546","No"
"0x350AC63E2107B206019DD54E03956470BD919C69","3,404.737985643322642201","No"
"0x2D7887698E3552386A8624FE912AABD0B82C4BF1","3,393.55154387083178916","No"
"0x42EED6182E4F3E37D3AE08A0D2A04C258EE0AE87","3,389.40759497697807954","No"
"0xD87ECC6C74F486B044824A222326A96F696FCFA2","3,389.346456965084479504","No"
"0x83ee5de1b6d000917Ba92F7c3f64B5Eab3A85bdf","3,375.512604642251112942","No"
"0x515ecDC4c6591929A681c192DA19d6a1EfeEAED5","3,367.382285324706668964","No"
"0x136E964CFF1457D6F502C6A3E0CDE417360D9C61","3,365.150285839926418648","No"
"0x495D62F19D10BE98B939C2EB99652E2F4CDF9DFF","3,353.159943526159148125","No"
"0x6F18f6985a6853DE98335C707dfDcCfbe334b373","3,347.01099830962848465","No"
"0x71D92CE08bAE1ecB7fEea51E1Ef0C2540D2b1751","3,340.029474616950592543","No"
"0x68b87f247B43d706FCa979ffFE73B78234A5917D","3,328.627407617382578388","No"
"0x0D91BA5F2961B3A300341FDE39A83162144A6786","3,324.195227060265381455","No"
"0x99D4E927612B39B6A5858C1C7D77E2720650658D","3,322.223514365738651718","No"
"0xC92FBCCADB15876AD8A95B8971CA409377C4CAF8","3,320.976976106639497483","No"
"0x0Be31B6cA6e0ccD6a64E71A5d2448FA2ce3014a1","3,316.428407217087314845","No"
"0xDb236a29BFe5183D1630685827519e1689dA2c96","3,309.64726559846690613","No"
"0xd71FE69B6cd5E599992CE51746659aE195cF04F8","3,309.519306994098715454","No"
"0x51BD4C735927F958A90DB80398826FF47A9832F1","3,293.774033059379174819","No"
"0x2ECe0F323384E9076383ceCaA479Eb7ca5376126","3,290.22379185686456259","No"
"0x3888132606615FC0759853B6EC1107E717D0AE52","3,290.053350418207689066","No"
"0x7087b5A5d8bc3664c1bA6E853336ef9E432A4b09","3,285.86994347726907001","No"
"0xa20413ad36A06a1E2571b57E0802D772c59C8737","3,284.958954287112739727","No"
"0xb638C19631bA859F5f53c396312d13f588BA5Cb1","3,277.891962596660485648","No"
"0x6F54902bb9b1dCa9Ef8b30eE16372451dD8535F9","3,269.555147906512524484","No"
"0x12158EC38B398631FBED34A8FAEDB988527E5323","3,267.35075739742431076","No"
"0x5C00EAaBd26cf8C169D26b204165aFf73004Ecce","3,260.40073249613452059","No"
"0xb23032ed8034b36cA03464FEDF32fd2A7eEa9725","3,258.566526843310394837","No"
"0x39fd954a36Ad39DAE02147591fb7c1622ec7f8cf","3,255.667907109805034147","No"
"0xAA7A9D80971E58641442774C373C94AAFEE87D66","3,253.783083602574554414","No"
"0xD53A2ADA124A94BAC0F20A0FE8BA5DBAF4BB03A1","3,250.754510755745828795","No"
"0x4A69Af0Ae07EDDF4D0D9533b2B847B92a5948bd3","3,237.104750892847848949","No"
"0x9006eeF759C79745509E8D99Ebd84eFD75975f3F","3,226.403771406838314143","No"
"0xbc35b605cb9eb84a1ba26afc6a5179d70ba62c06","3,222.313621517920954789","No"
"0xC2DC013EDD48AFDCD7B872D51D55CCD1A7717E28","3,220.562736824680060671","No"
"0x320297270E204e5D8037e034445947064286ffe7","3,219.448741266417578399","No"
"0xA40EB69D2ADBD34EA73EA1DFD049F825E8216EB0","3,208.213033817602672383","No"
"0xF20F9AE831DDC55F0E4D4684E947083BABDBBA64","3,204.888366646439937797","No"
"0xAA98C7AFABBC0EA3ACDC029A9D71B9AC83FF8CEF","3,194.107169309083399849","No"
"0xF04F533DD06F7742F493895E7C5C6E1DB6C5525D","3,193.099671585100896227","No"
"0x15A1EF314F9ec2d10B4E8A23Dba497DD530917a3","3,186.65135222440942979","No"
"0xD066378931e0cC4D014BdCd06B362955A1740ddF","3,185.790758083028565019","No"
"0x0ACD2D2288F84E1E2B250DF1B7FD1A1ABDA11D49","3,181.641357375520185883","No"
"0x12EE827AE3B9390560EEC8D6AC1685D8DF99FAF4","3,172.586607369296976865","No"
"0xBE116897C7C0F92891212C96E685C429383AAF88","3,171.793255850365853644","No"
"0xB775D29398031068023EE32395940F31D03F50DC","3,170.697900811712029556","No"
"0x4CAE5BED586F6E73AE54EBD40A4AC4ED2C477C34","3,167.043220921975913533","No"
"0xbabe61887f1de2713c6f97e567623453d3C79f67","3,166.803067137448185189","No"
"0xb4f1e7d161fD7fe618E387c8d2C29d5995358F08","3,165.036781475917974275","No"
"0x17140328507dB797aE7EEe03fdc72990127E1d49","3,157.410788289533133467","No"
"0x409C6C5EC5C479673F4C09FB80D0F182FCFF643E","3,148.981186273117376615","No"
"0x071B8bc181Ae7cB03F5FaeCe9B5b8b25BE9B0982","3,138.86882887809079844","No"
"0x776C121461A5928EDA87C37135B410F6102ACDDD","3,138.488213705590972712","No"
"0xe30b87334b77022a1389908cdc0128ca59107ec3","3,136.831717506926206768","No"
"0x02DFD2f123c561ef16156F3334bb4839D446dfeA","3,135.820241152953988055","No"
"0x0991C61d1C55F2c77Bb40Be4cE223050Fd0128ca","3,135.158367147114505626","No"
"0xB6B43447479b778BA083A5DCB91b8c416349e65d","3,133.118104171562125633","No"
"0x06C8aaC97CAa0e19bA9a2F402ECfB9C2e944aF63","3,132.213715005587505398","No"
"0x054E9bc5E5e7D8F972e0e0F4C6552f107555e58b","3,128.349538344359887352","No"
"0x9612D0BD4279F243B2D34174B110B63C1A27160E","3,120.886799229361697691","No"
"0x745C52f7C618FD15C7Cec1B057f00ca8238F26E3","3,104.071571921795055132","No"
"0x8E98C5FD3E7A3B5E94EF44DBA193D131AAA0FD23","3,098.607722991210701284","No"
"0xE9CC26F9D0237C4FA976E9A2D10579FFF3E0A649","3,087.86122403836921844","No"
"0xAFA55DA01A1DB8F8F3B967FFA51380FC0413203E","3,084.180253898346461233","No"
"0xAABD5FBCB8AD62D4FBBB02A2E9769A9F2EE7E883","3,077.019953060223380532","No"
"0xB0CA67F625630B7CFE20B6797D59B47E25441D8F","3,071.204493968947345906","No"
"0x2D407DDB06311396FE14D4B49DA5F0471447D45C","3,070.725082067457873535","No"
"0xBb8FaFA8A629C4dcE022D95E098ccCceE1AcD942","3,069.872446336178670408","No"
"0x514Afe6575B5d81ceCaa86A6bdDF28DE2f89BA45","3,066.656242072495283185","No"
"0xBB74020FE0016889897326729107C1CE9BB2E51D","3,058.142884677376305914","No"
"0x7E3DE32B65CCAE9233AD666F5F7B2872EF37FA09","3,056.649432336560307962","No"
"0x396b91734d8B62969b75eDe7AAaB0E649ff156b1","3,053.880415405682913535","No"
"0x9A75464E623AD5FFEE082829235CEDA5E9E3A7B3","3,052.428427762721762656","No"
"0x08015090aE042798ed0107fD47356EeA6017776A","3,050.357541121004251995","No"
"0x120A265FBB08C07579264F825A536BEC683DCD8C","3,049.184781190966745815","No"
"0xD05FFC8FF9192E22A1DBA68D0F5854D359B320E2","3,048.501452496288821758","No"
"0x5c07cF3556D17EB3438c9AFc40eE95b56513f1E8","3,047.943377738075553269","No"
"0xE272A25B3B30A6C76AB15224F24EAAEED24ABED9","3,035.080470147305545812","No"
"0xA1fA9D49572Df3E9448013e1FceA0e3B729484e8","3,033.836552969062202712","No"
"0xAE26E52d785fcd3a7DAB7237c00Dcc69D1ff759C","3,030.319494792656786014","No"
"0x65B27BA7362CE3F241DAFDFC03EF24D080E41413","3,029.044611592993277475","No"
"0x00929C5C2C4F00B540E429247669EB6FCD8B1DBF","3,018.66355530493905137","No"
"0x7E2CADB2D603342EF1DBBED737C5279A0D7F2E3C","3,015.496457157930795699","No"
"0x918558DF5A12BA43657222BBCF1A735494A5024F","3,007.70111578005738468","No"
"0x83BE8A9306945690c2Cf558FAC3D4CA4e9EEC1B4","3,006.308795659386078087","No"
"0xf2DeC80829F006B3D8e31967f00dB4c818e54dC6","3,005.384183116911649248","No"
"0xB1E9D641249A2033C37CF1C241A01E717C2F6C76","3,003.374548102211835404","No"
"0x7E58A5A589986AA3dE2f29ee443B6dd1096c1901","2,998.952320804332739282","No"
"0x65E27dCADaA61a0970A2bC357252A6F861D37C8A","2,994.015549801569125231","No"
"0x2E7B378D6C069E1F08590C9E9ED2C38CF2DDC72C","2,988.391914632758645024","No"
"0xc595C9Fa22F4aAE187cD468a01aD4273D6f1AdB6","2,987.300293774011538582","No"
"0xFDA93E97CAA77D7D1AAEC698A1A5419D73013313","2,980.786283929422290005","No"
"0x0952615CD36904D97C736A0B0A5EEA75C75E26D8","2,979.549881643668392551","No"
"0xBF46FE8F19C8DCFE54813A5F334ADB22EA44255C","2,979.191432014150883684","No"
"0xECB949c68C825650fD9D0Aebe0cd3796FD126e66","2,978.711560199206732822","No"
"0x20074277F892404EE413753E01BAC21A4F8D98C4","2,977.78256848743295842","No"
"0x00D29FBC981D05EDBA69BC0909E391A132271357","2,977.518809121745100563","No"
"0xD1E4A32679216F4A4DD38E45DAB9BC4B8A45E592","2,962.023983681839196026","No"
"0x2ce5f9f52C1eec9a1183f91139C59b485Ff39dAd","2,960.246738933024705307","No"
"0x69ABF813a683391C0ec888351912E14590B56e88","2,957.18376117404010792","No"
"0x562821C81BBBFFA42443064917EE4D90036FBA7C","2,942.187060786498432545","No"
"0x6CD71D6CB7824ADD7C277F2CA99635D98F8B9248","2,940.464162349737047925","No"
"0x5CA323D77930c84524E9B06B20C5027ec4E54480","2,939.856929382267403125","No"
"0xa83293E1dD3Cd51787CD44a57B1682707f6C9772","2,938.728264268881414385","No"
"0xD30B430F8765F9BA452455D4B548385E1ADA6B00","2,935.352668472980404245","No"
"0xF4Ffd6FAa686152dec6024dd2f2EdcCa7Fc5E906","2,935.238715314713250831","No"
"0x745748bcFd8F9c2De519a71D789be8A63dd7d66C","2,928.464921042563795539","No"
"0x7BB130895F16444F2736808BBC65DCB4CECD0EC5","2,924.214345008960759155","No"
"0x2267F0E9a0bA51927354fF4456FAfb681C0c8b24","2,923.836433315961960334","No"
"0x07a812F11ff9857C7Db91bcD58b968AAaC0A86ED","2,921.26254840317295906","No"
"0xa1BED88E5333BBf6E9617974D9e8286E56b88f68","2,921.076869648773332102","No"
"0xAE7721BabD433e07ee107411719afa3a39738b81","2,919.391232927040296767","No"
"0x0B8ccb55831BCd4BBc5c7c1310478BDA42Fe93FF","2,911.571675810032501319","No"
"0xc78b285F7234845A17cefa4fdF359cedaF4a7010","2,908.095051070997516819","No"
"0xA06FDF2FD96140B7AB61F3CDE0EDD7146467CAB1","2,903.71224608415729339","No"
"0x17AC83FA732EACB07D57C4767EB3AED2928C558C","2,899.289645893125017083","No"
"0x51A7EaD10340AF963C3124b026b86dd2807c2b1C","2,887.680149007142333733","No"
"0x138DD537D56F2F2761A6FC0A2A0ACE67D55480FE","2,880.605990709394716782","No"
"0x7c28d8AdF2c875C9E15fB3fc3622aC0AFEe942b6","2,871.929386633140949136","No"
"0x1B2E27D7882C24C70DEAE4258CD854B8D8C99005","2,871.24675629507789556","No"
"0xF25B386D342aE5b9E8cE5Be8D827203bA9321A65","2,868.880685214245860521","No"
"0x846CA0AE17D6DA39747EE50942384E2736F7A43B","2,868.263689109605202629","No"
"0x475021E2CbFe925BEaFb63084646eaa8FFE195E7","2,860.888548008572148425","No"
"0x2A7051d7CBbEF7B6889f8e14774020b1653b94C1","2,860.888072361692391965","No"
"0x0206171CDD913FC2DF3D1B084291F424EF680D94","2,860.762248718770588249","No"
"0x4F7334ac1D0a6152B74FD96f766BEd6D45aEE2b4","2,857.612648914152387556","No"
"0x3de51076B07cA102ABF377a0718Fb377669C9be0","2,855.327946632407299455","No"
"0x6a2727D33D7CEDca724B402663C3f02c107C7116","2,853.08597966540989756","No"
"0xEC2EDA1C4F981E468ABF62424A10B69B738B498E","2,839.491366071303609355","No"
"0xDFA2479adf885f89A1F830A6375B6171eB796E58","2,837.121677717530887282","No"
"0xba2ef5189B762bd4C9E7f0b50fBBaB65193935e8","2,835.430306058785232809","No"
"0xCE968C0FC101C4FB8E08EB5DB73E7E169A2A3562","2,833.715655405117994722","No"
"0xADEEB9D09B8BCEE10943198FB6F6A4229BAB3675","2,828.961656382207395775","No"
"0x0EB72B7341F2D0497B9DFFF17DAE834059C5E46A","2,824.390388520454928977","No"
"0x6255e5d2b3f82e4025959c1a3e8f19fefe087cc2","2,822.285860078304382281","No"
"0xffeB18Cb3eD1aecf42E6E7c1E9Dae603c730f695","2,817.930790263083045463","No"
"0x87ADD1622DFDdE4e017723a14904995f12EA5968","2,812.174265125558177715","No"
"0x5F8DB6A165B34D3C7C4EEF1E690EF98FAA503870","2,810.000691189906973483","No"
"0xCe295C5C2B8066168ddB12377449F8ed56409ad0","2,809.341437895465324309","No"
"0xA8D09DA6B009E9D1BDAE518130C54A0EB7489BE7","2,809.3252245282843346","No"
"0xd76cB9EaF10b0e85A8487760F647B745aD7b2C8E","2,808.183660172690707586","No"
"0xE912126A225710666D880EDE47AA8D2E77981213","2,806.061542680618836985","No"
"0x898eFA55Ce5cCEC7EFad8C7b77204edEB8847961","2,800.108801132925251565","No"
"0xD40E76B03267104C1BB1F240027D64B38D02C6FB","2,793.05071960329495637","No"
"0x3E75eff88A0B544443Ee115e83Be94B10Fb0fa1a","2,792.822260271940757692","No"
"0x469B83988610B92AAC8C3EC1FDAC42D531B9178A","2,788.833277841145779485","No"
"0xc5aA216ab58291b7cFe9be87c0e46917DE032907","2,784.301368016601139253","No"
"0xB28397E0E9A9CD849A30AF694F46765310274AF5","2,780.307668327846671613","No"
"0xD9CADD37CBF1ADFFA83FE459F610A8F4B8816C06","2,780.182825831744578168","No"
"0x0957e08CDbBc0e99Ad1B2874A88Af2133b5a4d42","2,776.366547833250133711","No"
"0xD5655e885E993b6Cc5C21A521584D977D124d794","2,772.245407690768527937","No"
"0x9d100C8890DA6806755BdAd640AAa8FBe2D8451C","2,770.626669005324162054","No"
"0x49DE76E8E7C1B6A974D6B766B9B5F5D199566E94","2,764.537553621566709375","No"
"0x213353406AF8BC04023E497A9997903509615718","2,763.758760780574247087","No"
"0xC814D2EF6D893568C74CD969EB6F72A62FC261F7","2,760.413986816656537814","No"
"0x230CB2A308A2780c1f8Bc9Ba272a461F2ED5bAD9","2,748.128888709510890427","No"
"0x55a3df57B7AAEC16a162fD5316f35bEC082821CF","2,747.190155150965684243","No"
"0x542426bBdC01724eD3c6Fba8cb81756e3BbD763E","2,746.844032532808870039","No"
"0x33D3C029FD119EBB90DF20C3427A97074637BF7C","2,735.959298301917827895","No"
"0x86d485bf947aD5476DbB1B9f3Cbd9105374A0E86","2,727.919261724828486744","No"
"0x1E8F3957B7892F6066F7D2A9B4DDFAC6FC4BA6B3","2,722.801614705229949227","No"
"0x42dA91be491e4101F348B9a746183dAD9a6F92A2","2,722.225398591595563686","No"
"0x10DECDC06EF4E49757FEBBE692FCE5478E381BCC","2,714.397828259511930031","No"
"0x225bc778fF20a3B50a06e9A2fFadf7CCd5d7728e","2,714.252003524164240767","No"
"0xDFE201CEDC41F970D43F95674D6B4BE02DE784DD","2,712.034486690371420289","No"
"0xe35cD08C0F35DDA4C55e20B3b63CaD78B0402f0f","2,698.597301705047553902","No"
"0x57216F8e4df3fA71eeA448D5FdB2619cE256F005","2,698.204132879970817895","No"
"0xb3983cDdBa4B127960A4cDD531AB989264509e23","2,693.711489527708976798","No"
"0x1dE965e6eAD5402aB13C8EA96EBFCbee1cdC4C7c","2,693.606744419103332261","No"
"0x83B04A2C1CD6237024BE086192458C969F9DFBAA","2,692.127900449207060254","No"
"0x08072A5FBC90EED1CA4FB863C1DF8AA1FEC61CFA","2,691.913945688094574678","No"
"0x111AD4C50F52EB1097F3153AD2823BD326B0A80B","2,691.365328513395172308","No"
"0xF89F760710B932e70daDa91AaB171A7e93d78F7C","2,689.383692745903683713","No"
"0xD39282Bdf13af64d79f3534337F55Be6d47Af4d2","2,687.911151558285182373","No"
"0xF8E7cFDD55538f81E7ED111FCF40482541261FB0","2,686.9659995656850615","No"
"0x711A71e1873988F8Da861e57B01a7838b8068B93","2,681.150673597489603873","No"
"0x5E75F78A7E50121F0AD6440651C5567C0578D9B5","2,679.47037969991014","No"
"0x5f1F880450457275Df5456EeA2Cb2D5B6c53936C","2,678.42979443297948545","No"
"0xEbCEB5c380E305fC9f061E35ca2B71309b17e6b1","2,677.88434095712288645","No"
"0xbFfbacd99B3B52e698B9C17E03fAf89fCef475e9","2,674.172068250734365972","No"
"0x7285502ED0A0Ed25F65941E480bda7114492acF9","2,668.310026186178322746","No"
"0xB1B18A165842FD6819598022DE837EE2211041C8","2,665.335490922192757837","No"
"0xeb2291f871A79Eb2d2D6f4814Dd0435Ec708EA14","2,664.889781394107723013","No"
"0x8D26C9DAC7E16738752FA1446B956A97C63E2F39","2,649.219353559647037422","No"
"0x48c6074fFcB8fb67D75CCD06571B42542ED82555","2,645.00080498385000259","No"
"0xb10fe1DB47ce0A5297C5c7360621541274E281b4","2,640.356144564940398682","No"
"0xFBA0C7C2A6722EF8BD342846AB9B53CBBBF295D8","2,637.915475452552762802","No"
"0x028BF0E4D1C856D45DF77B135E5083E46FE99678","2,630.214088660529738166","No"
"0xD37EbD3803E4086754b5eF50387d833351196a4f","2,624.517032783564295363","No"
"0x0C5a2C72C009252f0E7312f5a1Ab87de02be6FBE","2,621.97835337456092798","No"
"0x8AF1D23C7Cea4B770eaB4ba8b37c105879498a11","2,613.966162706959115685","No"
"0x947B7742C403F20E5FACCDAC5E092C943E7D0277","2,610.11917067200500208","No"
"0xeb1a7daBDC3c53C9607d9F864b367ab6727fF072","2,603.616013641607353983","No"
"0xF4B9F2DE6F3E77550E897A21C0D5A976B01F862E","2,598.984635681083613424","No"
"0xc985FBC7030A037186e874528543Df06816c2985","2,597.984726180580698702","No"
"0xf3e98aDd79199BfB57322D8802D841f5c5f2fBC0","2,594.735039232581970494","No"
"0x35aed777C9A7e69Bd7849ff18FE46746c457e950","2,588.876757911574904382","No"
"0xef5c8dfB7aBaa3acd759D77Fb156ceA315eB69b8","2,575.02925500720778079","No"
"0x9A20a5B173b938F846B00875833aF437DD7a1716","2,571.272840555152935189","No"
"0x422eee3BD5E1F270A4Ab411468B31FB2e1463a28","2,564.407441559602701488","No"
"0x2A3CDC2C160754CD1361D4917857DD490BB14987","2,562.886576148077290272","No"
"0x870753f03a96Db155736727d53Bd89050934bB21","2,561.54644248955942301","No"
"0x3731696c9b5098beaCf8DD03aC00c30bbA979806","2,553.201543505817732649","No"
"0x979B26bd74D3BaC74691684a3C0448E307e7519C","2,552.051269841239185332","No"
"0x270042A7623A90e6eBe6Ae6e3263d61896B46906","2,550.914827683295585845","No"
"0xCF7FEA15B049AB04FFD03C86F353729C8519D72E","2,547.414575405764064782","No"
"0x00e22B85D329650e35a9d664B7C408A57820f13F","2,546.585657681248313075","No"
"0xA2dEe32662F6243dA539bf6A8613F9A9e39843D3","2,542.842691161165812653","No"
"0x7F2EF160dEa17647A3c9A90FeF19A2B6eA00d327","2,542.623208143979906966","No"
"0x48D4a9617032530B977Bc81302028db7f6eab665","2,539.85468055512641418","No"
"0xE5E095C97C43496C7C23E87045FD3927759A89C9","2,531.037628870143830654","No"
"0xC15DD9F11A885B8515AC64DE9154D18AD7727BB0","2,530.802424920880256487","No"
"0xaeFBcD569E84dF50824A9375569adf0Cef7923fb","2,527.957902197548165919","No"
"0x186cf5714316F47BC59e30a850615A3f938d7D79","2,526.361477520876862342","No"
"0xF203AfD82A71d8277b75D70e509d55968fDd3CA1","2,524.507325927676297516","No"
"0xbAa882D68FC5325fC3899dE264F24B5981523A5C","2,521.82346065712178215","No"
"0x0AD59C344359FDF8472E7FFBF4EB6AF4751138DA","2,518.290325138007881454","No"
"0x1741f26e5D3dD4aD2D350aA48d802fD2e42F9b1e","2,515.438902677179337806","No"
"0xFF422EB480E02CB168586A0C85EFFAE41555E0B0","2,506.481139851517058715","No"
"0x0f0c716B007C289C0011e470CC7f14DE4fE9Fc80","2,502.274393330575931794","No"
"0x4b87a2FeA26aeC8fD205fbd1d5255D57623eaB2c","2,498.952455432466068255","No"
"0x8ABF9BDEBA66CE480387710A8AEDCC372625AE0B","2,494.983415532241747975","No"
"0xECFE970E280E3B5702802C87EBADF23CA4D785E5","2,486.496778784145002495","No"
"0x14B802407E24fEfFc77B75eaa45c1213e5C0E0D9","2,483.996656987101973111","No"
"0x2BD1D89B6263CF428EA13CC76AB4E988D35AD0CC","2,483.544406877761668369","No"
"0x848ccA512613b9F87a45842a9B6CEf0AdefD0863","2,476.035967012929915329","No"
"0x5875E62C18ADC5E30D5EE2A09A8577E686D62291","2,475.07990148190379576","No"
"0x484ea27da8d53fb6ae356306d1cefe110769ab10","2,472.867644981467330726","No"
"0xF81A849945FFB609Dc7bE08b805c0620D087dc66","2,467.76402979924673225","No"
"0xE277bC16f314b6551a8Ee335c3ce8359Df902553","2,459.794560614553468674","No"
"0x25c33379b068f6BE660b3d866Dec69DC76E21055","2,458.594254676297418226","No"
"0x67C14DBceA6b4e203639466f29cE804CF6325eC7","2,451.43183982831206348","No"
"0xDB59F54F833EE542AB4F99CB3CDD66CD1AA7B318","2,439.493728515280682387","No"
"0x7CFA59C0AEAB32FAEEC9C191565959DDEC6E6655","2,439.340110760197047748","No"
"0x283B8D7F5A78CCEC830F2A09A9339EC133DAAB49","2,438.677233372419797037","No"
"0x336c82E4F54e1a6a3adB1fB115c9a6ef3A2B2b11","2,438.110899657044992697","No"
"0x01914D6E47657d6A7893F84Fc84660dc5aec08b6","2,436.368381970360725197","No"
"0xC693B4FFB338579467A541B2BF267B1955870920","2,435.780274923851447047","No"
"0x701488680096604Ce605DE5713455BBEdc248CcC","2,427.293104846932833245","No"
"0x0F28DDD210184B8FC1862A01826191D9986DAFAB","2,426.508941145517696415","No"
"0xFff9182d3B128d28b2AbD4cAE102a9e031b3e1f6","2,424.430791436745508461","No"
"0x27DB050A9BFFC75D3209E7C27D780A84AB15A13E","2,423.643347514226545121","No"
"0xE98B20C3DBDA0B2E18384F4D2D28A241E3E114D0","2,421.386916676167635165","No"
"0x6FB737D1EBB73CDA6CFA36FD16D9273065D1B084","2,416.733324338491249438","No"
"0xc8eb25984f034992e88e74d4a9a5d8aa1a872b60","2,412.80387460134753954","No"
"0x39030A8FF6E9952B8DFC6D09B5F2B2FEDAE25A49","2,411.439324268762474316","No"
"0x38EadC7cb08139F19b126EC40F8709a205DcAe7a","2,409.77264396505419664","No"
"0x882A5BfceBF03178c4AB9220c12EBe83590714E2","2,402.62835098866676425","No"
"0x64C12292045246C4B01E44FF79763749EC397D70","2,398.595101659333643317","No"
"0x96A124B2F94E909553FA8C1C17E8AE54822348A4","2,397.73322842589631086","No"
"0x123ceAC83C6d5110671F09E96C0F8076CE4bC839","2,397.548408436601658125","No"
"0xB8E4A0E2FAB467B72BF6D24DDDD6164FE94EAAF5","2,390.432607647632241001","No"
"0x4059E94F431b2C48373c3CF962b257b7A4b1dc63","2,384.23979396444145875","No"
"0xc0020D88852f4EcA40Eed7D0B1Bdd9493B589131","2,383.51473378463404941","No"
"0x23d3CD0D3258206ec0B450783226fe4282670c26","2,382.349650182844716835","No"
"0xF15A6db87bbC8CB6Fb1091ae2f41bC5E0D28C7D8","2,381.416185576159564284","No"
"0xeaC332fa2d0746B51CC4B98972bd3Fd7102bf255","2,371.104461496288127659","No"
"0x98116CaE5813810941A0404F4208a5355c595A9D","2,370.31391369447530471","No"
"0x54B325783095132A996027a622a5B4Cadc8bE876","2,361.117439755483625979","No"
"0x1496609BCB753AD8A3C1F8F9AC69DFA8714BEA7F","2,358.488796053103968358","No"
"0xB0331b22161cA290A15f825A29C008dCB5e1ff68","2,348.294845573269605005","No"
"0x0a0D973688935D20D751b2319ca4324E1FDe3819","2,348.151601324888467625","No"
"0x5682cDdB3bBB1731cEb8C4CD761eAc9f31B84D27","2,347.638778868706814509","No"
"0x1Fdf7423979b7B64805893ee87c79b14e670C7Cf","2,336.769504587480617647","No"
"0x73051A64044FEA61A6100EB0B55C9087BE32CCA3","2,333.684129063004180514","No"
"0xBA3E737EF7CEAFE7B586CC9DA55FE36029006EDF","2,329.420361366928764704","No"
"0x63504639e365763836E9b135916dE3D08304Fbeb","2,322.85868254157379783","No"
"0xCA1F3C18C62C310A2394DE61C8A45F6F74B89594","2,316.991369275113610237","No"
"0x96d4AfEa427d2D0df995fD3CB75b4C5961494b76","2,313.400867004594518528","No"
"0x08B3401720F31A6AA59261A03ADE659E0FF5D713","2,310.200710128710622575","No"
"0xC6e00e0E3544C93460cdFb53E85C4528EF348265","2,306.742713253623206439","No"
"0x2D863012ebE1583C4a3C02854e37cDD6875FdA79","2,306.54475388842646868","No"
"0x384ddbA5A9E0b80AeFDf73197F09F3B7b9c5A829","2,299.646203655537083342","No"
"0x3FA2d84e2A76adee3586e5892B2fE16F45C6f5f6","2,298.487464398396453762","No"
"0x753E0eaF7a713D9D9170f97D8123ec07D0c6857D","2,293.189862353146358852","No"
"0xFE8C39B9b7A53f2a5014a88a1A4a824CAbBf99b2","2,292.098168229453563531","No"
"0x9FC1CA176D6DDEA94C4B9BFE8AF6D28F5795B305","2,291.786803368287654458","No"
"0x266fC13bF0325dF40c4e99a555728D6756EDB151","2,288.346331347609016601","No"
"0x5E0b772FC4E58C470CE4551EeF2391A3B5dA5bb4","2,286.859336057435426781","No"
"0x8Ea42952C97F8d9af8F242D7640925A9e18d752D","2,285.406612935141030772","No"
"0xAa8F55A7A5F83cF4Bad83b2c232A3E7B3842fDE3","2,283.884123880218948564","No"
"0x046869F08DFCA3BD6A9E4CA5AE87C1027248C33E","2,283.131771165289377113","No"
"0xbFD596A07285C5638E59C594663157957cAA56c2","2,280.030354315620087625","No"
"0x65EA84BAFF276562AD3E70EF39D635BEEE281F83","2,277.954584124245225969","No"
"0xAB7D588B4A229A4872E189DEE139A99B5AAB7E43","2,275.671387485222328624","No"
"0x59DD74537AA6D291bE3D871E9dF168177f9D6aE9","2,275.492127563065200093","No"
"0x42e0C028032ff2bFB0A52201d699a9455e920a0d","2,272.490415081530642921","No"
"0x8105455b2d8b438D747468aa013E0465B8c1969C","2,271.781612195471501851","No"
"0x4Bb70F14bEEA6ecB4427a708249A55291278E635","2,264.070653523216741399","No"
"0x93E0ad2Bf07FF5eEab02434D79D8b754f4b8b280","2,262.166190179047233575","No"
"0x2A99E4E61B181C12863CF61A272E3D32286E1DBA","2,260.40341669898135574","No"
"0x9276BAe93ADf3E0b55228d20587E72f6f8014bb3","2,259.129568999015815025","No"
"0x6C6541Cc3Ec6Bfc2d7B0CA48CcB0225cbbea9B59","2,254.896031226513077564","No"
"0x50Af456E922E89d9e9347f1A7EDc7d96DBd25B95","2,254.545438467117152948","No"
"0xAdf0ec7195Ed7CfbDD322b9B1DFB0522DE7fB878","2,249.493558190452376845","No"
"0x2D7DDD0C3F9485213969BD44CEE69E979EE0DEBA","2,248.878324144428248443","No"
